Lot Number,Part Number,Manufacturer,Auction Category,Title,Condition Description,Weight,MSRP,Qty
BS17860,DER200W,DANBY,Small Appliances,"20"" Electric Range Coil ElementsPush & Turn Safe  ty Knobs Manual Clean",B-class - Damage Front                                          OVEN HANDLE BENT  BOTTOM DRAWER FRONT DENTED,97.0,499.99,1.0
BS17860,RC07N1CBD1,Hisense,Major Appliances,Chill Vending Machine Refrigerator,B-class - Damage Rear                                           found in warehouse,152.0,499.99,1.0
BS17860,DER200W,DANBY,Small Appliances,"20"" Electric Range Coil ElementsPush & Turn Safe  ty Knobs Manual Clean",B-class - Damage Front                                          OVEN HANDLE BENT,97.0,499.99,1.0
BS17860,DER200W,DANBY,Small Appliances,"20"" Electric Range Coil ElementsPush & Turn Safe  ty Knobs Manual Clean",B-Class - No Carton B-class - Damage Front                      B-class - Damage Rear                                           HANDLE BENT/RIGHT REAR LEG BENT,97.0,499.99,1.0
BS17860,DER200W,DANBY,Small Appliances,"20"" Electric Range Coil ElementsPush & Turn Safe  ty Knobs Manual Clean",B-class - Damage Rear                                           BOTH REAR LEGS BENT IN,97.0,499.99,1.0
BS17860,DFF100C1WDB,DANBY,Small Appliances,9.9 CuFt. Top Mount Freezer Frost FreeCrisper,B-class - Damage Left Side B-class - Damage Right  Side         Dent/Left Side  Dent/Right Side,136.0,499.99,1.0
BS17860,DER200W,DANBY,Small Appliances,"20"" Electric Range Coil ElementsPush & Turn Safe  ty Knobs Manual Clean",B-Class - No Carton B-class - Damage Left Side                  B-class - Damage Right Side  B-class - Damage Front             Dent/Left Side  Dent/Right Side  Scratch/Right Side             Scratch/Front,97.0,499.99,1.0
BS17860,DER200W,DANBY,Small Appliances,"20"" Electric Range Coil ElementsPush & Turn Safe  ty Knobs Manual Clean",B-Class - No Carton B-class - Damage Left Side                  B-class - Damage Right Side  B-class - Damage Front             FRONT SCRATCHED AND PUSHED IN RIGHT AND LEFT SIDE DENTED,97.0,499.99,1.0
BS17860,FFWC3822QS,FRIGIDAIRE,Major Appliances,38 Bottle Wine Cooler 2 Temp Zones Wood Shelves    Reversible Door,Carton Damage - Unit OK,99.0,499.0,1.0
BS17860,DCF145A1WDD,DANBY,Small Appliances,14.5 cuft Chest Freezer 2 Basket Up Front Temper  ature Control,B-class - Damage Rear B-class - Damage Bottom                   Dent/Bottom  Dent/Back  Scratch/Bottom  Scratch/Back,115.0,499.0,1.0
BS17860,DUFM085A2WDD1,DANBY,Small Appliances,8.5 Cu.Ft. Upright Freezer Manual Defrost Mechan  ical Thermostat,B-class - Damage Front B-class - Damage Rear                    Dent/Back  Dent/Door   COIL COVER MOUNTS BROKEN,143.0,449.99,1.0
BS17860,DUFM085A2WDD1,DANBY,Small Appliances,8.5 Cu.Ft. Upright Freezer Manual Defrost Mechan  ical Thermostat,B-class - Damage Front                                          Dent/Door  Scratch/Front,143.0,449.99,1.0
BS17860,DUFM085A2WDD1,DANBY,Small Appliances,8.5 Cu.Ft. Upright Freezer Manual Defrost Mechan  ical Thermostat,B-class - Damage Left Side B-class - Damage Rear                Dent/Left Side  Dent/Back,143.0,449.99,1.0
BS17860,DDW1809W-1,DANBY,Small Appliances,"18"" Full Console Dishwasher with 6 Wash Cycles 4  Temperature",B-class - Damage Front                                          Dent/Door,71.0,449.99,1.0
BS17860,DWM17WDB,DANBY,Small Appliances,Portable Washer 4 Water Levels SS Drum Quiet Op   eration,Carton Damage - Unit OK                                         Carton in Fair Condition,82.0,449.99,1.0
BS17860,DBC039A1BDB,DANBY,Small Appliances,3.9 CuFt. Beverage CenterHolds 7 Bottles & 124 Ca ns Free Standing,B-class - Damage Top Left Rear Corner Crushed,105.0,399.99,1.0
BS17860,DBC039A1BDB,DANBY,Small Appliances,3.9 CuFt. Beverage CenterHolds 7 Bottles & 124 Ca ns Free Standing,B-class - Damage Top                                            Damage/Crushed LEFT REAR CORNER,105.0,399.99,1.0
BS17860,TRIMKITEZ2,(blank),Major Appliances,"79"" Louvered / Collar Double Trim Kit for Tall Door TWINS",B-class - Damage Left Side                                       EDGE BENT,35.0,380.0,1.0
BS17860,DPF073C1WDB,DANBY,Small Appliances,7.3 CuFt Refer 3 Adjustable glass shelve Mechanic al Thermostat,B-class - Damage Left Side                                      IHD,105.0,369.99,1.0
BS17860,DPF073C1WDB,DANBY,Small Appliances,7.3 CuFt Refer 3 Adjustable glass shelve Mechanic al Thermostat,B-class - Damage Front                                          Scratch/Front,105.0,369.99,1.0
BS17860,DPF073C1WDB,DANBY,Small Appliances,7.3 CuFt Refer 3 Adjustable glass shelve Mechanic al Thermostat,B-class - Damage Right Side                                     2 SMALL SCRATCHES,105.0,369.99,1.0
BS17860,DPF073C1WDB,DANBY,Small Appliances,7.3 CuFt Refer 3 Adjustable glass shelve Mechanic al Thermostat,B-class - Damage Left Side                                      Dent/Left Side  left rear corner creased,105.0,369.99,1.0
BS17860,HBCN05FVS,HAIER,Major Appliances,150 12oz Can Beverage Center 4 Full Black Vinyl C oated Racks,Carton Damage - Unit OK                                         found in warehouse,85.0,299.0,1.0
BS17860,DBC120BLS,DANBY,Small Appliances,3.3 CuFt. Beverage CenterHolds 128 CansFree Stan  ding Application,B-class - Damage Right Side Right Rear Corner Ben t,74.0,279.99,1.0
BS17860,DCF055A1WDB1,DANBY,Small Appliances,5.5 Cu.Ft. Chest Freezer 1 Basker Up Front Tempe  rature Control,B-class - Damage Left Side   Rear Corner crushed,81.0,259.99,1.0
BS17860,DAR044A4BDD,DANBY,Small Appliances,4.4 CuFt. Counter High All RefrigAuto Cycle Defro st Energy Star,Carton Damage - Unit OK                                         IHD,65.0,229.99,1.0
BS17860,DCR044A2BDD,DANBY,Small Appliances,4.4 CuFt. RefrigPush Button DefrostSeparate Free  zer Section,Carton Damage - Unit OK                                         IHD,65.0,199.99,1.0
BS17860,DCR032C1BSLDD,DANBY,Small Appliances,3.2 CuFt. RefrigPush Button DefrostSeparate Free  ze Section,B-class - Damage Top                                             Top Left Corner Dented.,55.0,199.99,1.0
BS17860,DAR026A1BDD,DANBY,Small Appliances,2.6 CuFt. Compact All RefrigAuto Cycle DefrostEn  ergy Star,Carton Damage - Unit OK,55.0,179.99,1.0
BS17860,FGDI753DMS,FRIGIDAIRE,Major Appliances,3/4 HP Direct Wire Garbage Disposal,Carton Damage - Unit OK,9.0,169.0,1.0
BS17860,DMW7700BLDB,DANBY,Small Appliances,700W Microwave 0.7Cu.Ft 10 power levels Oval doo  r design,B-class - Damage Rear                                           found in warehouse,27.0,79.99,1.0
BS17860,IM116000,FRIGIDAIRE,Major Appliances,Icemaker Kit for Top Mounts,Opened Product                                                 B-Stock,8.0,59.0,1.0
,,,,,,5975.0,25984.64000000001,52.0
